,Predicted Bin,Actual Bin,Change
163,0.0,0.0,-0.05749961461384313
164,0.0,0.0,0.08554674025526045
165,0.0,0.0,-0.027819977212305287
166,0.0,0.0,0.01606714628297349
167,0.0,0.0,0.05324121113594792
168,0.0,1.0,0.15557673975214484
169,0.0,1.0,0.1332708528584817
170,0.0,0.0,0.02726733847065781
171,0.0,0.0,-0.08643429109750357
172,0.0,0.0,-0.02659523581746868
173,0.0,0.0,-0.013014098606824077
174,0.0,0.0,-0.057075673364685796
175,0.0,0.0,0.04597887896019494
176,0.0,1.0,0.14649721800708154
177,0.0,1.0,0.10484378276368211
178,0.0,0.0,0.09136163982430467
179,0.0,1.0,0.21997105643994205
180,0.0,1.0,0.10984146592546841
181,0.0,0.0,-0.002928509905253998
182,0.0,0.0,0.07294011706438529
183,0.0,0.0,-0.2145265888456549
184,0.0,0.0,-0.0531936328833367
185,0.0,0.0,-0.04368238416003267
186,0.0,0.0,0.02878154594994973
187,0.0,0.0,-0.09132055378061767
188,0.0,0.0,-0.030633191220590522
189,0.0,0.0,-0.03396388650042999
190,0.0,0.0,0.036324324324324316
191,0.0,0.0,-0.06154282473057274
192,0.0,0.0,-0.02012501905778331
193,0.0,0.0,-0.014131803553938787
194,0.0,1.0,0.11146418968467374
195,0.0,0.0,-0.09487635364473893
196,0.0,0.0,0.020641803989592453
197,0.0,0.0,-0.04937643166200045
198,0.0,1.0,0.11414752116082222
199,0.0,0.0,-0.04967537369772016
200,0.0,0.0,0.008240141259564484
201,0.0,0.0,-0.14072948328267476
202,0.0,0.0,-0.07498295841854118
203,0.0,0.0,-0.12333783002505297
204,0.0,0.0,-0.10223978919631099
205,0.0,0.0,-0.2358299595141701
206,0.0,0.0,-0.06761352270454096
207,0.0,0.0,-0.04633269921792436
208,0.0,0.0,-0.15538847117794485
209,0.0,0.0,0.053543714433523036
210,0.0,1.0,0.14702089244261016
211,0.0,1.0,0.10010068803490524
212,0.0,0.0,-0.07139346276726471
213,0.0,0.0,0.09433218334154748
214,0.0,1.0,0.178512396694215
215,0.0,0.0,-0.04268292682926831
216,0.0,1.0,0.11186790505675943
217,0.0,0.0,-0.011834319526627158
218,0.0,1.0,0.1016403988420714
219,0.0,0.0,-0.24992801612438806
220,0.0,0.0,-0.031632348552670705
221,0.0,0.0,-0.05847520355292387
222,0.0,0.0,-0.0075902580687741885
223,0.0,0.0,-0.05798743433927294
224,0.0,0.0,-0.08890521675238788
225,0.0,0.0,-0.10049927524561124
226,0.0,0.0,-0.0364538395168248
227,0.0,0.0,-0.12395005675368885
228,0.0,0.0,-0.07073477866807835
229,0.0,0.0,-0.07128573109045998
230,0.0,0.0,0.05044585987261139
231,0.0,0.0,-0.06653174803946377
232,0.0,0.0,0.051865332120109214
233,0.0,1.0,0.1584617934692525
234,0.0,0.0,-0.008119079837618351
235,0.0,0.0,0.06470211402946825
236,0.0,0.0,-0.0965561123041438
237,0.0,0.0,-0.13647520864015714
238,0.0,0.0,-0.08301727770754315
239,0.0,0.0,-0.017669925786311696
240,0.0,0.0,-0.09294559621538899
241,0.0,0.0,-0.04433845610316195
242,0.0,0.0,-0.054848660111817986
243,0.0,0.0,-0.055797733217087905
244,0.0,0.0,-0.0007988815658078992
245,0.0,0.0,0.02949676980618836
246,0.0,0.0,0.03360865850185132
247,0.0,0.0,-0.0241027980535281
248,0.0,0.0,-0.05695801090955214
249,0.0,0.0,-0.09926793557833082
250,0.0,0.0,0.016101598820727994
251,0.0,0.0,-0.010337230977800364
252,0.0,1.0,0.1883054813935858
253,0.0,0.0,-0.2700421940928269
254,0.0,0.0,0.021890547263681476
255,0.0,0.0,-0.12122918510176178
256,0.0,0.0,0.0007535278805316732
257,0.0,1.0,0.13912386706948632
258,0.0,0.0,-0.20525451559934318
259,0.0,0.0,0.030311087476734926
260,0.0,0.0,0.09800108049702871
261,0.0,0.0,-0.030322580645161218
262,0.0,0.0,-0.06040909959854719
263,0.0,0.0,-0.06716238906212514
264,0.0,0.0,0.023550191345304807
265,0.0,0.0,0.05888625018174757
266,0.0,1.0,0.3333988019247766
267,0.0,0.0,-0.06730495781590667
268,0.0,0.0,-0.13398357289527718
269,0.0,0.0,-0.06743719552965902
270,0.0,0.0,-0.03958076448828599
271,0.0,0.0,-0.019981834695731213
272,0.0,1.0,0.10987996306555858
273,0.0,0.0,-0.021737305916911483
274,0.0,0.0,0.024554881627861527
275,0.0,0.0,-0.1332850940665701
276,0.0,0.0,-0.02002071108042797
277,0.0,0.0,0.015175902506323214
278,0.0,0.0,-0.22316070237830626
279,0.0,0.0,0.010679323642835937
280,0.0,0.0,-0.05196182396606587
281,0.0,0.0,0.03407079646017697
282,0.0,0.0,0.02159059852418691
283,0.0,0.0,0.006074631183106765
284,0.0,0.0,0.008302708588539532
285,0.0,0.0,0.03942474584676428
286,0.0,0.0,-0.04180602006688963
287,0.0,0.0,-0.06887052341597796
288,0.0,0.0,-0.12328767123287675
289,0.0,0.0,0.08343494164779666
290,0.0,0.0,-0.05196601462161633
291,0.0,1.0,0.10941906373378456
292,0.0,0.0,0.024266936299292174
293,0.0,0.0,0.009705543674946594
294,0.0,0.0,0.04164456233421751
295,0.0,0.0,0.02688081149619617
296,0.0,0.0,-0.026805424156417578
297,0.0,0.0,-0.02844892125501944
298,0.0,0.0,0.07028571428571431
299,1.0,0.0,-0.010240334378265454
300,0.0,0.0,-0.06425598335067635
301,0.0,0.0,-0.024835164835164892
302,0.0,1.0,0.14631718646317174
303,0.0,0.0,0.09330819981149871
304,0.0,0.0,0.0882886514815562
305,0.0,0.0,-0.03773027287951924
306,0.0,0.0,0.03628392873799087
307,0.0,0.0,-0.08399476668120374
308,0.0,0.0,-0.04562239428231088
309,0.0,0.0,0.04630808402291529
310,0.0,0.0,-0.11045296167247377
311,0.0,0.0,-0.0757332261952592
312,0.0,0.0,-0.06247078984265459
313,0.0,0.0,0.0236024844720497
314,0.0,0.0,-0.19230242432543496
315,0.0,0.0,-0.05546026300743275
316,0.0,0.0,0.030296564966929843
317,0.0,0.0,-0.06652078774617082
318,0.0,0.0,0.031727964715088625
319,0.0,1.0,0.10899470899470912
320,0.0,0.0,0.06866077498300462
321,0.0,0.0,-0.04539106145251399
322,0.0,0.0,0.022589753933037415
323,0.0,0.0,-0.07005253940455337
324,0.0,0.0,0.079375667022412
325,0.0,0.0,-0.11456800504519661
326,0.0,0.0,-0.042262472195741925
327,0.0,0.0,-0.11450221006103974
328,0.0,0.0,-0.06563938363017813
329,0.0,0.0,-0.03883495145631075
330,0.0,0.0,0.07334963325183377
331,0.0,0.0,-0.11328705999008429
332,0.0,0.0,-0.03924947348267274
333,0.0,0.0,0.018453865336658402
334,0.0,1.0,0.11777215189873413
335,0.0,1.0,0.1794871794871795
336,0.0,0.0,0.09912109375000006
337,0.0,1.0,0.15835593573962034
338,0.0,1.0,0.17405999155048582
339,1.0,0.0,0.0790513833992096
340,0.0,1.0,0.21012591815320056
341,0.0,1.0,0.16949152542372875
342,0.0,0.0,-0.026855123674911715
343,0.0,1.0,0.18348828146746093
344,0.0,0.0,0.05845272206303723
345,0.0,1.0,0.10663875598086132
346,0.0,1.0,0.19405845711547678
347,0.0,0.0,0.06884646628757109
348,0.0,1.0,0.1518547978884952
349,0.0,0.0,0.06187560425394769
350,0.0,0.0,-0.02239652239652226
351,0.0,1.0,0.23034623217922595
352,0.0,0.0,-0.30934538241128495
353,0.0,0.0,-0.16599272139102306
354,0.0,1.0,0.14632013988237164
355,0.0,0.0,0.09973431432658905
356,0.0,0.0,0.06186042223656318
357,1.0,1.0,0.18021823301654347
358,0.0,1.0,0.18854524627720515
359,0.0,0.0,0.04864864864864854
360,0.0,0.0,0.0321081537811576
361,0.0,1.0,0.20123266563944509
362,0.0,1.0,0.17321504013519218
363,0.0,1.0,0.2303067810096366
364,0.0,0.0,-0.005547379146382825
365,0.0,0.0,-0.11323738731614735
366,0.0,0.0,0.049304482225656844
367,0.0,0.0,0.09969349895144378
368,0.0,1.0,0.2078546620358002
369,0.0,1.0,0.17542811628833138
370,0.0,1.0,0.10451185317359168
371,0.0,0.0,0.09903381642512078
372,0.0,0.0,0.03250657647500947
373,0.0,1.0,0.13197026022304836
374,0.0,1.0,0.10475030450669907
375,0.0,0.0,0.08712631295448423
376,0.0,0.0,-0.2283330758535455
377,0.0,0.0,-0.055125425828429886
378,0.0,1.0,0.17374914324880056
379,0.0,0.0,0.05089251804025839
380,0.0,0.0,0.016084558823529313
381,0.0,0.0,-0.005182657059790123
382,0.0,1.0,0.1649961449498844
383,0.0,1.0,0.19725998073423945
384,0.0,1.0,0.10757108598835206
385,0.0,0.0,0.017927840442220105
386,0.0,0.0,-0.12360053739364077
387,0.0,1.0,0.15481881264456449
388,0.0,0.0,0.072214473888114
389,0.0,0.0,0.0998416886543535
390,0.0,1.0,0.10602224779439964
391,0.0,1.0,0.17557510148849803
392,0.0,0.0,-0.036199095022624396
393,0.0,0.0,-0.08075040783034254
394,0.0,0.0,-0.06857502359232462
395,0.0,1.0,0.10301605953779867
396,0.0,0.0,-0.07014945469233869
397,0.0,1.0,0.1391031822565092
398,0.0,1.0,0.16214066583342795
399,0.0,0.0,0.04986876640419956
400,0.0,1.0,0.11142397425583264
401,0.0,1.0,0.17021963824289393
402,0.0,1.0,0.17039689644882128
403,0.0,1.0,0.22112336756688217
404,0.0,0.0,-0.03765977524234354
405,0.0,1.0,0.1195224923569662
406,0.0,1.0,0.4122882572494976
407,0.0,0.0,0.056134837880302706
408,0.0,0.0,0.09208739661770143
409,0.0,1.0,0.1728599867285999
410,0.0,1.0,0.11785297549591599
411,0.0,1.0,0.15062424486508255
412,0.0,0.0,0.09028822780414396
413,0.0,1.0,0.27292457948996196
414,0.0,0.0,-0.43580846634281745
415,0.0,1.0,0.12057387057387067
416,0.0,0.0,-0.09284088034404255
417,0.0,0.0,-0.08761752350470099
418,0.0,1.0,0.13417721518987347
419,0.0,1.0,0.16352450883111733
420,0.0,1.0,0.1418561607615019
421,0.0,1.0,0.120139447573076
422,0.0,0.0,0.04067051387743877
423,0.0,0.0,0.011900468806346855
424,0.0,0.0,-0.06961011215951582
425,0.0,1.0,0.17101295015078957
426,0.0,1.0,0.10523438567719014
427,0.0,1.0,0.16243564707970898
428,0.0,0.0,0.02959059586542356
429,0.0,0.0,0.05014124293785304
430,0.0,0.0,-0.03449153620974919
431,0.0,0.0,-0.04748603351955311
432,0.0,0.0,-0.1575784553750278
433,0.0,1.0,0.2083630655059228
434,0.0,0.0,-0.22629811418238185
435,0.0,0.0,0.09207777599228663
436,0.0,1.0,0.1322806109241522
437,1.0,1.0,0.23203404584582643
438,0.0,0.0,0.08168028004667437
439,0.0,0.0,0.07192254495159053
440,0.0,0.0,0.0745594215996386
441,0.0,0.0,-0.2598225602027883
442,0.0,0.0,0.023252809714507133
443,0.0,0.0,0.09939225120283608
444,0.0,1.0,0.18008474576271197
445,0.0,1.0,0.12112472963230005
446,0.0,1.0,0.10338930348258717
447,0.0,0.0,0.058650065530799565
448,0.0,0.0,-0.14929617517417887
449,0.0,0.0,0.015491452991453073
450,0.0,1.0,0.19383354894351001
451,0.0,1.0,0.1397626112759642
452,0.0,0.0,-0.29995291163082716
453,0.0,0.0,-0.12037558685446002
454,0.0,0.0,0.06041335453100157
455,0.0,0.0,0.09989665862900443
456,0.0,1.0,0.11298018600889606
457,0.0,0.0,0.013638186923385474
458,0.0,0.0,-0.10730182782460458
459,0.0,0.0,0.0758523300383296
460,0.0,1.0,0.2255478353821485
461,0.0,0.0,0.08416149068322962
462,0.0,0.0,0.031956352299298475
463,0.0,0.0,-0.15668662674650702
464,0.0,1.0,0.23789057962597268
465,0.0,0.0,0.019859530152579324
466,0.0,1.0,0.29569160997732424
467,0.0,0.0,0.021357589357268728
468,0.0,0.0,-0.3675832127351664
469,0.0,0.0,0.0964858199753391
470,0.0,0.0,0.010102865540044165
471,0.0,1.0,0.15873716745777675
472,0.0,0.0,-0.19101369863013706
473,0.0,1.0,0.14825783972125434
474,0.0,0.0,0.09597455303279587
475,0.0,0.0,0.023740371258997292
476,0.0,1.0,0.16623074687590836
477,0.0,0.0,0.0243806527723162
478,0.0,0.0,0.08884172225591268
479,0.0,1.0,0.10799573560767602
480,0.0,0.0,-0.13695535233996775
481,0.0,0.0,0.08175026680896474
482,1.0,0.0,0.07462244595795071
483,0.0,1.0,0.1434058898847631
484,0.0,1.0,0.16554433221099885
485,0.0,1.0,0.14608569878864577
486,0.0,1.0,0.22458029775102933
487,0.0,1.0,0.14524126254686184
488,0.0,1.0,0.10812182741116746
489,0.0,1.0,0.10289755874971493
490,0.0,0.0,0.009070732413393783
491,0.0,0.0,0.03429101019462475
492,0.0,0.0,-0.13867802258840947
493,0.0,1.0,0.179818695199881
494,0.0,0.0,0.08722379132746304
495,0.0,1.0,0.14995911692559272
496,0.0,1.0,0.1370928058261983
497,0.0,1.0,0.12020121789780246
498,0.0,0.0,-0.005418138987043674
499,0.0,1.0,0.24825038880248826
500,0.0,0.0,0.01733333333333332
501,0.0,0.0,0.04665923321039538
502,0.0,1.0,0.23902297179412615
503,0.0,1.0,0.16359387172163087
504,0.0,0.0,0.0664162878039138
505,0.0,1.0,0.10092463363572918
506,0.0,0.0,0.0644257703081232
507,0.0,0.0,0.06779136356601138
508,0.0,0.0,0.09117180417044426
509,0.0,1.0,0.3137292342944434
510,0.0,0.0,0.09434482758620695
511,0.0,1.0,0.30215384615384616
512,0.0,0.0,-0.23795354194663088
513,0.0,1.0,0.14427427775844065
514,0.0,0.0,0.07646304997864158
515,0.0,0.0,0.028580923894981704
516,0.0,0.0,0.003641816623821802
517,0.0,0.0,-0.012910284463895041
518,0.0,0.0,0.0791785807122434
519,0.0,0.0,0.0806067816775729
520,0.0,1.0,0.1605851149332905
521,0.0,1.0,0.17866626204385108
522,0.0,0.0,0.05675846121505156
523,0.0,1.0,0.14466183947003544
524,0.0,0.0,-0.11751059915206792
525,0.0,1.0,0.1869401906963305
526,0.0,0.0,0.08763796909492287
527,0.0,0.0,0.08333333333333331
528,0.0,0.0,-0.025399004633602264
529,0.0,0.0,-0.2331255082678233
530,0.0,0.0,0.018417013812760435
531,0.0,0.0,0.08176100628930819
532,0.0,0.0,-0.09413663259817105
533,0.0,1.0,0.10698254364089774
534,0.0,1.0,0.24519549370443988
535,0.0,0.0,-0.2876239110844097
536,0.0,0.0,-0.4116047144152311
537,0.0,1.0,0.1352130727330985
538,0.0,0.0,-0.22149042844120326
539,0.0,0.0,-0.2499999999999999
540,0.0,0.0,0.09948542024013725
541,0.0,0.0,0.02685950413223128
542,0.0,1.0,0.1569981945207629
543,0.0,0.0,-0.11481831689855464
544,0.0,0.0,0.01415618060695782
545,0.0,0.0,0.007045675413022505
546,0.0,1.0,0.2013468013468015
547,0.0,0.0,-0.0644669082586306
548,0.0,1.0,0.10225398570643207
549,0.0,1.0,0.12459403602007695
550,0.0,0.0,0.042890262751159175
551,0.0,0.0,-0.22300249687890136
552,0.0,1.0,0.18435607058203846
553,0.0,1.0,0.2889453961456103
554,0.0,0.0,-0.10123759616456683
555,0.0,0.0,0.013727121464226368
556,0.0,1.0,0.23206521739130437
557,0.0,1.0,0.18786256135653728
558,0.0,1.0,0.10912389839294974
559,0.0,0.0,0.0022414429618690594
560,0.0,0.0,0.04935743846656495
561,0.0,1.0,0.17288466227749338
562,0.0,1.0,0.12070365358592675
563,0.0,0.0,0.027267789244975613
564,0.0,1.0,0.20141864932761927
565,0.0,0.0,0.07785467128027682
566,0.0,1.0,0.10398739546721607
567,0.0,1.0,0.1604571634269257
568,0.0,1.0,0.22488584474885853
569,0.0,0.0,0.022206638616175684
570,0.0,1.0,0.2297691373025516
571,0.0,0.0,0.03280982739853832
572,0.0,1.0,0.25893844452635467
573,0.0,1.0,0.2130674363684072
574,0.0,1.0,0.10931297709923658
575,0.0,1.0,0.12127716662194783
576,0.0,0.0,0.06630615640598989
577,0.0,0.0,-0.1911680911680912
578,0.0,0.0,0.03490694144899756
579,0.0,0.0,0.011980939414567671
580,0.0,0.0,-0.3280159521435693
581,0.0,0.0,0.06406142562457012
582,0.0,1.0,0.10562532255289855
583,0.0,1.0,0.15365147211833183
584,0.0,0.0,-0.3938492063492064
585,0.0,1.0,0.13629947836759748
586,0.0,0.0,0.022434718646561214
587,0.0,0.0,0.07716155700998958
588,0.0,1.0,0.2598235765838013
589,0.0,0.0,-0.206973293768546
590,0.0,0.0,0.0696252989635928
591,0.0,0.0,0.0905333198911181
592,0.0,1.0,0.10430686406460296
593,0.0,1.0,0.22739280634017472
594,0.0,0.0,-0.05982905982905989
595,0.0,1.0,0.25347119645494826
596,0.0,1.0,0.23348182883939048
597,0.0,0.0,0.012017104099085992
598,0.0,0.0,0.0379278445883441
599,0.0,0.0,-0.13192397601382258
600,0.0,0.0,0.03354430379746843
601,0.0,0.0,-0.032394909371384624
602,0.0,1.0,0.12663454920853395
603,0.0,1.0,0.538200339558574
604,0.0,1.0,0.12640714960900581
605,0.0,0.0,0.06646236353189042
606,0.0,0.0,0.08149010477299182
607,0.0,1.0,0.21772569126533603
608,0.0,1.0,0.10411399678234892
609,0.0,0.0,-0.2146762589928058
610,0.0,0.0,0.03415783274440508
611,0.0,1.0,0.16399308983218153
612,0.0,1.0,0.12003491924923614
613,0.0,0.0,0.08088235294117645
614,0.0,0.0,-0.026376811594202798
615,0.0,0.0,0.03184713375796174
616,0.0,0.0,0.050252464534743836
617,0.0,1.0,0.180979827089337
618,0.0,1.0,0.20810055865921784
619,0.0,1.0,0.16503960213667343
620,0.0,1.0,0.2323051948051947
621,0.0,1.0,0.13692946058091293
622,0.0,1.0,0.16119200812732806
623,0.0,0.0,0.04906639872728794
624,0.0,1.0,0.30886748588508794
625,0.0,0.0,0.0050137879167711915
626,0.0,1.0,0.21665848469972174
627,0.0,1.0,0.11417322834645671
628,0.0,0.0,0.07714103563079985
629,0.0,1.0,0.16344320348678834
630,1.0,1.0,0.14865735767991411
631,0.0,1.0,0.18753525098702759
632,0.0,0.0,0.023052583998794653
633,0.0,0.0,0.07487199304415032
634,0.0,1.0,0.13058745373445943
635,0.0,1.0,0.15417358803986722
636,0.0,0.0,-0.02317341760030644
637,0.0,1.0,0.11358574610244992
638,0.0,1.0,0.14159426916628573
639,0.0,0.0,0.004941239316239378
640,0.0,0.0,0.0915104740904079
641,0.0,1.0,0.11690739167374685
642,0.0,0.0,-0.04296235679214405
643,0.0,1.0,0.14529567161146106
644,0.0,1.0,0.17453580901856766
645,0.0,1.0,0.2305179654689688
646,0.0,1.0,0.3745299751684996
647,0.0,0.0,-0.20692974013474497
648,0.0,0.0,0.09681555888010261
649,0.0,0.0,-0.1694695989650712
650,0.0,1.0,0.1344782034346102
651,0.0,1.0,0.13211125158027812
652,0.0,0.0,0.0909553491922148
653,0.0,0.0,-0.14253357061964086
654,0.0,1.0,0.18901026150281366
655,0.0,0.0,0.04212806933076553
656,0.0,0.0,0.002820262501355951
657,0.0,1.0,0.17723756906077354
658,0.0,0.0,0.06451612903225805
659,0.0,0.0,0.024901519414743896
660,0.0,1.0,0.1278838504375497
