"End Year","End Quarter",A,AA,AAPL,ABBV,ABC,ABT,ACE,ACN,ACT,ADBE,ADI,ADM,ADP,ADS,ADSK,ADT,AEE,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AKAM,ALL,ALLE,ALTR,ALXN,AMAT,AME,AMG,AMGN,AMP,AMT,AMZN,AN,AON,APA,APC,APD,APH,ARG,ATI,AVB,AVGO,AVP,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBT,BBY,BCR,BDX,BEN,BF.B,BHI,BIIB,BK,BLK,BLL,BMS,BMY,BRCM,BRK.B,BSX,BWA,BXP,C,CA,CAG,CAH,CAM,CAT,CB,CBG,CBS,CCE,CCI,CCL,CELG,CERN,CF,CFN,CHK,CHRW,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNP,CNX,COF,COG,COH,COL,COP,COST,COV,CPB,CRM,CSC,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVC,CVS,CVX,D,DAL,DD,DE,DFS,DG,DGX,DHI,DHR,DIS,DISCA,DISCK,DLPH,DLTR,DNB,DNR,DO,DOV,DOW,DPS,DRI,DTE,DTV,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EIX,EL,EMC,EMN,EMR,EOG,EQR,EQT,ESRX,ESS,ESV,ETFC,ETN,ETR,EW,EXC,EXPD,EXPE,F,FAST,FB,FCX,FDO,FDX,FE,FFIV,FIS,FISV,FITB,FLIR,FLR,FLS,FMC,FOSL,FOXA,FSLR,FTI,FTR,GAS,GCI,GD,GE,GGP,GILD,GIS,GLW,GM,GMCR,GME,GNW,GOOG,GOOGL,GPC,GPS,GRMN,GS,GT,GWW,HAL,HAR,HAS,HBAN,HCBK,HCN,HCP,HD,HES,HIG,HOG,HON,HOT,HP,HPQ,HRB,HRL,HRS,HSP,HST,HSY,HUM,IBM,ICE,IFF,INTC,INTU,IP,IPG,IR,IRM,ISRG,ITW,IVZ,JBL,JCI,JEC,JNJ,JNPR,JOY,JPM,JWN,K,KEY,KIM,KLAC,KMB,KMI,KMX,KO,KORS,KR,KRFT,KSS,KSU,L,LB,LEG,LEN,LH,LLL,LLTC,LLY,LM,LMT,LNC,LO,LOW,LRCX,LUK,LUV,LYB,M,MA,MAC,MAR,MAS,MAT,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,MHFI,MHK,MJN,MKC,MLM,MMC,MMM,MNK,MNST,MO,MON,MOS,MPC,MRK,MRO,MS,MSFT,MSI,MTB,MU,MUR,MWV,MYL,NAVI,NBL,NBR,NDAQ,NE,NEE,NEM,NFLX,NFX,NI,NKE,NLSN,NOC,NOV,NRG,NSC,NTAP,NTRS,NU,NUE,NVDA,NWL,NWSA,OI,OKE,OMC,ORCL,ORLY,OXY,PAYX,PBCT,PBI,PCAR,PCG,PCL,PCLN,PCP,PDCO,PEG,PEP,PETM,PFE,PFG,PG,PGR,PH,PHM,PKI,PLD,PLL,PM,PNC,PNR,PNW,POM,PPG,PPL,PRGO,PRU,PSA,PSX,PVH,PWR,PX,PXD,QCOM,QEP,R,RAI,REGN,RF,RHI,RHT,RIG,RL,ROK,ROP,ROST,RRC,RSG,RTN,SBUX,SCG,SCHW,SE,SEE,SHW,SIAL,SJM,SLB,SNA,SNDK,SNI,SO,SPG,SPLS,SRCL,SRE,STI,STJ,STT,STX,STZ,SWK,SWN,SWY,SYK,SYMC,SYY,T,TAP,TDC,TE,TEG,TEL,TGT,THC,TIF,TJX,TMK,TMO,TRIP,TROW,TRV,TSCO,TSN,TSO,TSS,TWC,TWX,TXN,TXT,TYC,UA,UHS,UNH,UNM,UNP,UPS,URBN,URI,USB,UTX,V,VAR,VFC,VIAB,VLO,VMC,VNO,VRSN,VRTX,VTR,VZ,WAG,WAT,WDC,WEC,WFC,WFM,WHR,WIN,WLP,WM,WMB,WMT,WU,WY,WYN,WYNN,XEC,XEL,XL,XLNX,XOM,XRAY,XRX,XYL,YHOO,YUM,ZION,ZMH,ZTS
2012,4,24.299263,1.4125652,38.405704,188.62865,27.2782,23.310507,10.3982935,63.1027,2.630654,13.379744,16.361126,6.8046513,21.709852,119.88195,12.737296,7.702523,-13.402133,8.4211235,-17.149282,16.154146,19.441053,19.715252,7.381019,-8.657856,9.472986,9.062142,11.749121,16.126225,17.600025,16.411848,1.359526,20.014664,8.809681,22.814985,10.657983,18.57881,-0.48905888,17.71092,12.550505,6.6341753,12.268291,17.204689,24.13515,19.688513,6.393671,4.697294,25.446327,-3.0278027,10.440205,23.529724,#N/A,83.031334,1.7925007,34.40065,25.735449,10.260265,-31.875881,28.053616,24.935394,22.688818,25.877987,7.990248,20.617476,6.9150157,9.732216,34.820244,10.673276,13.245884,10.013927,8.4108515,-44.646873,18.312769,5.1367135,4.101893,16.407864,14.460531,18.342062,14.610405,37.356567,9.840451,23.328794,16.241737,24.213161,6.699227,5.435397,25.986523,15.443485,35.384525,7.277149,-4.7774363,43.141098,17.92083,8.012942,108.32603,#N/A,7.4583635,12.838663,4.171641,24.277864,27.201323,12.054002,9.785287,10.27063,10.600727,6.219231,53.179527,52.923344,13.092367,14.690323,18.042044,66.37168,-13.613866,4.069678,16.733084,21.326607,14.711578,3.8687806,23.872622,12.04822,#N/A,10.254108,20.301195,2.9435813,#N/A,26.42257,44.917316,25.782162,19.97551,15.977227,31.783764,12.801881,14.308893,14.896939,14.896939,53.409374,38.756783,#N/A,10.590455,16.17331,16.91649,5.417304,27.690952,25.734493,9.261577,#N/A,5.435601,18.167402,-0.88039714,8.287947,13.450229,11.9825945,9.703206,14.968643,14.312009,32.3774,13.227812,18.117598,19.847107,4.3993387,4.1194773,5.0959687,10.367884,7.1781974,10.6945,-2.2900364,10.791399,9.466325,20.814993,6.411851,16.538433,13.513469,36.577885,27.856192,0.26546103,18.327559,33.76955,12.49841,5.8412986,21.763206,8.222826,17.88764,11.635769,14.178104,13.547341,21.555315,32.66566,29.357237,14.379744,-2.657824,26.368235,3.1236522,8.052296,18.137419,-2.6967752,12.25988,-6.2620697,32.296486,26.655851,8.119537,16.642462,17.002666,-14.073152,1.9529597,16.614817,16.614817,22.419212,34.43299,15.980344,10.2330675,37.890976,23.972132,17.795118,20.97892,22.975122,11.4383335,5.380914,2.0287073,8.141327,24.152985,10.225723,-0.14551227,25.0679,24.60788,15.432606,15.825092,-41.433975,48.962852,18.263208,27.531599,1.478335,0.16293882,70.096634,14.452987,85.15308,16.306992,21.598831,22.664085,30.552292,11.590838,18.298752,14.557884,15.057819,21.09321,24.248266,8.239281,19.518696,10.176126,10.683555,17.805523,2.6476092,33.87431,10.592247,36.349205,45.991863,8.415939,3.4074426,21.967237,34.199726,12.708388,14.835207,27.998447,52.34666,16.61283,16.231222,16.935677,12.874717,2.9665222,28040,17.99612,21.8678,22.337145,12.927756,56.659523,28.887657,-5.8288884,527.88464,8.827264,#N/A,12.74731,2.0350776,13.230601,6.071094,26.40346,23.653088,43.159954,2.1326575,#N/A,-18.374557,27.079317,36.820084,7.66908,21.185038,638.29785,4.5675645,19.124846,2.0539236,59.42857,7.0145454,#N/A,24.83103,5.9868093,18.945675,26.937414,7.2416973,41.88586,121.69977,19.270386,15.082949,31.9166,11.465821,8.929025,0.16752847,22.617907,20.70999,10.340456,-14.231258,10.880615,6.4811983,18.758892,#N/A,12.433164,4.1372895,6.9128046,6.8347087,12.324659,14.136263,2.4723907,-35.343285,7.782706,22.128218,5.7095056,19.929472,13.159702,6.2114563,17.691017,11.546336,9.250015,7.93896,6.653755,11.604665,20.781113,-16.834333,21.627907,15.857398,28.0197,24.887224,23.651417,11.919728,34.370106,4.756523,1216.9224,19.829992,6.464426,16.331455,43.87287,15.433959,15.091578,12.114015,28.654251,31.046076,11.612114,8.312447,17.445679,15.275485,19.739746,9.987086,3.619275,-0.76653564,19.206503,#N/A,8.199189,-2.5827363,9.9394,6.490549,25.738512,14.24817,23.254583,1.1979208,10.524513,21.6395,14.685897,8.105029,29.293629,2.4149976,18.280968,3.9071183,14.239672,22.106361,86.680336,7.3692107,25.431837,9.914772,5.1389685,19.65093,37.35154,14.045402,47.193405,0.52810514,7.4334073,23.310915,28.845013,10.443864,10.726463,10.687632,-73.18747,37.834538,19.38883,9.063896,16.478323,18.367836,5.8263044,38.945496,12.6974945,17.508379,0.33553955,19.562044,8.514618,9.564283,17.552425,10.172101,101.411545,15.114625,6.5585523,-20.186901,16.91726,15.945946,23.17185,22.458336,7.34123,5.6548915,25.603422,10.758161,9.662693,15.327817,19.097925,15.276695,17.405924,53.45058,12.323195,8.251046,38.033916,24.167446,9.839221,27.193419,10.156581,18.764996,17.860268,28.955364,10.031086,15.77146,20.25802,1.1955682,17.668373,17.683664,18.58416,10.406292,20.507086,13.809035,16.844645,9.113001,15.405065,20.28288,8.774072,29.432121,22.503983,29.343172,12.091133,-1.4279966,5.206981,#N/A,-11.985512,3.3406754,2.5315723,12.003627,34.257915,29.386026,13.391019,12.691281,13.705873,9.501244,12.68585,11.278188,13.151964,22.0932,23.518652,111.790344,9.24037,19.221529,54.86777,10.508756,10.430799,6.5325675,17.828232,28.027315,15.490778,9.91907,15.226865,29.116152,80.31179,5.336119,13.282783,17.199211
2013,1,22.389273,1.9373798,33.339497,71.425964,26.714895,21.920292,10.065014,61.851635,-1.6599452,11.14295,15.749639,5.532622,21.441576,97.09531,12.602838,8.179631,-7.494383,8.144796,-20.46462,15.6054125,20.378366,21.121372,6.3142023,-5.1258025,8.616728,10.128686,11.301224,15.898444,17.091208,17.65641,0.3293015,19.707935,9.966694,23.954124,12.414938,16.428982,-1.1080685,19.495037,12.7627535,6.2267027,3.3358312,16.795742,24.462198,20.739216,4.486116,3.0122986,24.703817,-5.792466,11.711294,22.756844,#N/A,65.24141,2.1358387,33.464855,25.93738,9.172994,-14.189539,25.094149,24.98004,22.337997,32.767693,7.2550955,22.046637,4.425312,9.935239,34.4672,10.860322,9.7879715,11.023939,8.80642,-50.67322,16.82483,4.703804,4.5039835,17.405735,10.338752,17.706062,14.513711,29.931114,10.759855,23.17261,17.362616,24.164425,5.4164386,6.24894,24.751173,15.667834,35.38568,6.8869243,-4.2319508,43.147594,14.368037,7.6601167,115.16494,2452.1738,7.414299,13.413334,4.0163436,23.753746,23.245163,11.801731,9.633822,7.4796205,8.585742,7.3554025,50.898438,49.89792,12.481684,17.525957,17.213001,62.505306,-13.851241,16.807575,17.787153,20.975254,14.163624,4.4259887,22.786186,11.519975,#N/A,10.655373,19.489462,2.853756,#N/A,22.815468,44.651894,24.744364,19.736467,14.486243,33.07561,13.178122,14.899299,15.025381,15.025381,44.342106,41.123543,#N/A,9.9155855,15.750596,16.916906,5.9331274,28.139587,23.114904,10.122449,#N/A,6.5051622,13.603256,-9.346198,4.148148,13.641044,13.678131,8.986942,14.7971735,13.949041,32.406254,12.762511,20.42885,19.645489,5.540532,0.7390723,5.7628956,10.157881,7.657924,10.956276,-2.8044417,11.116883,12.908144,25.01425,4.3989415,16.05317,8.454315,34.38496,27.007095,0.5147403,17.168013,32.19588,11.046174,5.015388,20.63645,9.006617,17.312277,11.369433,14.5350685,13.317228,21.884943,33.9617,30.305023,20.406755,11.977955,25.295336,3.6764038,8.506344,19.519829,-2.5554333,12.368781,-4.0361986,32.884712,26.033304,8.251096,15.741186,17.862867,-10.123114,2.0865633,16.316652,16.316652,21.724339,40.184105,15.553958,10.244217,35.596855,23.740412,13.05407,11.298475,23.206377,11.203187,4.8041196,1.2146423,8.490069,25.423965,12.805863,-1.7585438,25.843153,24.37165,14.880861,15.693669,-41.52956,50.985577,17.709919,52.674667,-2.411119,1.3388038,71.82771,16.634096,83.280975,15.202309,21.067327,21.054781,29.232304,12.39974,17.897259,14.12329,11.551485,20.956787,24.284033,8.608528,18.123194,8.156286,10.897857,16.284384,3.6719985,31.794209,11.14376,37.994312,37.7452,8.268506,3.0007603,19.871046,36.068836,11.756298,15.258704,26.69607,52.89079,36.272594,15.349479,15.705639,13.495505,2.2779276,#N/A,18.154848,22.850777,21.157387,13.097374,50.081413,31.061657,-6.7328324,302.39743,9.088646,#N/A,12.800263,1.2932118,8.122973,5.420401,27.746067,22.279707,43.358242,1.7386013,#N/A,-14.744352,28.09426,36.591087,6.492577,19.250414,261.1708,8.137829,19.345808,3.9361253,63.66959,7.1902094,#N/A,24.20819,6.78236,19.2086,25.96311,7.194318,37.023373,119.86245,19.973053,15.320327,33.10709,11.163325,8.579267,1.8555844,22.574942,25.368979,10.817159,-14.772951,9.800961,5.255164,18.64161,#N/A,11.827756,3.2677708,5.989181,7.105572,9.769292,12.154696,3.308901,-38.33529,8.030674,22.060163,5.7412424,19.6002,12.252021,5.0197697,17.867,11.820228,9.16328,9.762857,5.8420424,12.537819,19.535145,-16.7467,13.548081,15.943857,28.891752,24.520708,23.970001,11.119064,35.535564,4.760249,445.91367,17.492071,6.277219,18.615946,45.024487,15.784745,15.460172,10.2178955,27.085821,34.207905,12.704071,8.200749,17.526201,15.083622,17.825779,14.250645,4.2321157,-0.13057168,19.291653,#N/A,8.5747175,-2.8103154,10.807756,-4.928274,28.391088,12.766739,21.553432,1.9251051,10.761288,21.15185,14.53883,9.231041,27.48369,-4.148366,17.929863,-0.938487,14.277116,27.094921,87.67842,7.65162,25.943897,10.291547,6.4428854,20.169151,35.644638,14.054778,48.26952,-0.9524606,7.1495924,23.204618,28.96904,10.663507,10.368244,10.614212,-71.19386,38.658493,18.92937,9.649058,15.9277725,18.520784,6.5377336,40.737904,11.229551,17.730297,-2.4457777,19.099415,7.845234,9.991553,18.700981,10.168665,71.79119,14.0093565,5.911216,-19.001774,20.758198,15.196019,14.550642,20.311361,7.651752,5.117342,22.81167,10.920396,11.991135,15.778196,18.524353,2.9641829,16.822454,55.465427,13.030966,8.53651,36.06269,23.825464,10.085599,26.866554,8.829911,19.593067,17.411833,29.925291,10.503422,16.546337,19.000494,-1.4940859,16.034052,16.503494,17.586987,10.671717,20.756317,15.265042,19.605793,10.024155,15.144967,20.244013,8.611232,28.533707,23.92085,28.859243,18.465395,-1.5681179,3.3176312,#N/A,-60.43589,4.135579,3.260885,12.178748,35.73303,25.12785,13.246913,12.886783,14.096855,12.706682,12.457143,11.220071,12.9679785,17.75798,23.024828,105.10345,11.562611,20.372286,1231.7454,9.664682,10.829477,8.172313,17.194061,27.733456,15.681456,9.9926405,13.787917,30.041464,66.56144,5.78903,13.447982,20.030153
2013,2,20.205446,1.1332301,32.112293,68.52712,22.057817,17.15781,12.247206,67.63233,-15.863041,8.679746,15.374905,6.358397,22.173458,95.26565,10.852826,8.5591135,-8.945366,7.9164486,-19.205658,14.472224,24.243946,21.457436,6.6962786,-0.41980758,8.191258,10.719771,11.48841,15.800135,15.093362,17.734474,-5.025319,19.365742,12.815272,23.031155,14.067454,18.58662,-1.2439955,19.825842,12.869964,8.202669,8.023571,15.184153,24.600592,19.395788,2.3763,2.1057131,22.687317,-4.7572165,13.555476,23.639069,#N/A,62.91073,2.8119493,32.082703,26.230757,8.970808,-9.471766,10.3468075,24.858072,22.869947,31.971869,5.9600506,22.69532,5.436342,10.708104,31.31983,11.939639,8.920542,5.468698,9.438185,-11.541413,17.743212,11.315764,5.0758615,18.75847,15.917312,5.483264,12.438921,25.254122,12.031914,22.008778,17.576956,24.974243,3.1288905,6.482961,27.281172,15.713355,35.581116,7.3278704,-6.897376,42.33943,15.257754,7.7653785,118.477974,10436.363,7.4180355,14.050526,4.2872324,22.679928,22.128523,11.770245,4.48199,3.1522453,11.2458935,9.480866,46.996777,49.192245,15.914648,17.61721,17.642153,57.24218,-14.918017,21.625368,17.809423,20.427553,14.447038,5.5281444,24.220245,10.197044,#N/A,10.981658,17.622911,2.8036158,#N/A,19.978184,41.02328,25.151371,19.626278,14.15249,11.453459,12.89102,14.330517,15.164835,15.164835,44.538887,39.5429,#N/A,8.011889,15.164877,18.129396,12.87663,26.527506,21.150839,9.568531,#N/A,6.29886,17.595768,-8.228702,4.7184772,13.135123,13.704605,8.618191,15.214271,12.1557455,33.879837,12.761182,22.575281,14.451175,7.2452593,-0.66482216,7.1616464,5.82892,6.683838,10.855616,-4.755231,11.969989,10.594093,26.492834,5.289678,16.589165,6.460016,33.53859,26.495298,4.146855,14.795918,29.805712,9.699611,2.3501673,19.405462,8.028234,16.97439,12.580322,15.114052,13.086789,25.168507,31.893967,32.275593,32.723957,8.907346,24.127504,2.3964896,8.9195795,18.80963,-2.5100322,12.085168,-0.26421234,30.719791,28.336859,9.061125,14.204416,18.848265,-10.902819,3.1127875,15.2688875,15.2688875,23.137486,39.980576,16.140959,11.391801,41.516247,24.463428,12.22345,8.971984,22.76016,11.151774,4.3012795,1.203092,8.421557,27.502327,16.110909,-1.6351833,25.530457,24.741947,14.673427,17.939384,-41.350796,35.885456,17.176247,26.449917,-1.2667927,1.8130312,66.907646,16.987072,83.26357,15.210323,21.40406,18.485855,25.63622,14.571813,17.377262,13.55553,10.621997,20.466005,23.762863,9.29193,15.513066,9.344691,10.833175,19.777246,4.207916,28.074823,11.7876005,36.81692,40.985348,8.025903,3.4072514,15.980266,37.53313,7.9644113,15.610925,26.682379,52.29373,35.294117,24.184034,15.891567,9.846466,3.3940396,#N/A,18.322767,11.832003,21.426952,12.658637,47.360477,33.23267,-5.8037415,201.24223,9.243973,#N/A,13.76208,2.367386,11.314515,5.5502534,28.362524,22.842386,45.035007,3.9499834,#N/A,19.363058,28.178476,37.785645,6.407351,18.862501,277.26358,7.071365,19.377375,1.03097,62.716564,7.214003,940.2939,24.415817,6.9985833,19.843702,26.124496,9.590389,31.751657,112.248024,19.089968,14.866678,29.778381,10.002532,8.590991,2.3234038,30.09215,29.884018,11.584766,-10.053504,10.10261,5.004634,21.518375,#N/A,12.374101,5.365595,5.636145,7.3527923,9.497051,-6.073411,5.321744,-37.672585,8.032939,22.881552,5.8367267,19.42485,11.65856,3.580505,17.249325,11.215057,9.139326,8.459927,5.5043416,12.729737,19.40522,3.7868583,13.483146,13.902214,31.010496,24.735102,27.002281,10.875367,33.686577,4.822637,535.4329,17.165524,6.836915,19.753086,35.669125,16.040688,15.183974,11.260349,30.653568,36.94185,13.777879,8.884925,17.20417,18.099215,17.836056,13.643325,3.8461149,-0.13825808,18.798874,#N/A,9.755341,-0.86180145,10.943381,-5.49884,26.48477,13.86428,21.131222,-5.4476624,11.607474,22.993376,9.237335,9.194328,29.108551,2.310696,18.813602,4.3682437,15.020635,27.81469,81.23826,7.9908676,28.082516,10.902988,10.535058,20.395973,37.401726,13.596248,46.631454,2.6995916,5.985394,22.60445,28.74399,10.87365,9.771641,10.592184,-71.78351,39.43744,18.733772,10.463349,17.937721,18.785946,9.980313,41.955147,9.391042,20.059898,-2.8521004,19.215471,9.527934,10.434155,15.156587,10.885987,52.57437,13.920562,6.6477394,1.3492471,18.506302,13.772274,14.287075,20.096022,7.7142553,7.2299986,21.730497,9.924262,10.31934,16.483095,17.293024,-8.015451,16.626343,54.70105,13.687868,8.438305,30.052328,24.143167,11.886501,26.87556,11.684873,14.753332,16.168276,31.18379,11.751992,18.29389,15.951867,-2.763385,16.925434,17.312355,17.871487,10.679629,20.908333,14.7220745,19.731607,14.640698,14.9002905,20.22141,20.503754,28.034351,23.159546,31.402184,16.250689,-0.30125234,4.5466313,#N/A,-42.27324,5.063237,4.386963,12.5998125,34.887657,12.594782,13.205714,13.34467,14.616475,14.750543,12.051675,11.792935,13.410112,16.041803,24.481909,92.66175,11.975333,21.93513,438.58463,11.218207,10.874327,8.874708,17.76783,21.847542,16.139784,9.88008,11.6,31.610228,65.44286,5.3950396,12.105004,17.815483
2013,3,19.426323,2.3991523,30.639605,47.175316,20.66113,11.228306,12.776136,72.08151,-15.443392,6.7352185,15.016879,6.676087,22.270634,76.74326,10.783932,8.882793,-9.579181,7.435303,13.605877,14.152967,19.998041,21.962164,7.1096835,1.6075603,8.09142,11.71876,8.905015,16.575945,13.479394,16.694641,-5.780422,18.70922,13.998436,23.290895,16.325363,16.56939,1.5865384,19.218592,13.4225645,8.559542,8.250848,14.855799,23.92385,19.316465,-0.13701311,0.5725913,21.495514,-7.5860453,14.749636,24.00889,#N/A,52.20388,3.7044902,29.305014,26.637512,7.7172685,-2.4448504,8.518769,20.242102,22.167227,30.971489,6.2822695,22.958443,5.9089603,10.890003,28.208931,11.860817,19.297142,6.5994143,9.688436,-2.509148,18.8425,11.609977,6.3081913,19.191277,13.417757,6.408014,11.740417,19.353226,11.887957,23.954264,18.146292,24.911312,3.1791735,4.561121,25.78615,15.590687,30.47372,7.0737157,6.7062144,50.83218,15.67718,7.5346756,106.03589,1895.0819,7.7705827,13.02302,4.3519964,22.295643,20.922352,12.940264,7.795257,1.8610702,10.662966,10.959216,47.153038,43.934654,16.534882,17.582134,16.155905,65.15366,-9.641665,20.675037,18.084162,20.14419,14.465066,-1.3275175,23.149712,9.784555,#N/A,11.840954,17.094915,6.0624456,4644.944,21.957705,42.75473,24.308695,19.719658,19.925358,12.095783,12.620357,14.405785,16.131357,16.131357,40.760868,38.352894,#N/A,8.278003,13.290193,17.836752,12.8776,27.583225,18.9139,8.830658,#N/A,5.76902,16.57726,-2.8070672,10.225225,12.914714,14.339166,8.622126,15.02678,13.52522,30.841263,12.434939,23.188845,19.195402,7.7606983,-2.4176872,8.650622,5.7721457,8.741315,10.895297,-3.1825695,12.852497,9.379574,27.373306,7.256585,16.359299,6.3613,29.072962,26.25198,7.4425097,14.351161,30.626421,9.7249,0.716018,19.337738,8.435813,17.53498,12.828379,14.114158,13.289208,25.438463,31.694983,34.983326,32.10081,11.220675,23.283863,1.6435958,9.527946,16.243816,-1.9942702,11.808648,2.8655896,31.260826,26.216267,8.364688,14.0239935,19.736652,-12.054185,3.4159389,15.547918,15.547918,22.414333,40.748898,16.647923,11.367917,36.755272,25.474836,13.771641,8.264826,18.796854,11.015157,3.9853466,0.99050534,8.649247,30.13409,15.057209,-2.0804765,26.112644,22.98245,14.573958,17.33627,-11.226959,46.848778,16.90045,26.703484,-1.2285012,2.3364487,67.603386,15.882385,77.8985,14.690784,26.847462,18.072784,26.231075,16.07193,16.643965,11.138544,6.3983183,20.729513,22.148201,9.706813,16.732126,9.8705435,10.663204,19.284992,5.332461,26.152046,8.707978,39.255238,37.753746,8.153688,3.4434958,15.167119,36.659477,7.748714,15.937327,26.751553,46.383476,36.342567,30.411827,15.848378,10.465615,3.8832474,#N/A,18.14346,12.406361,21.490639,13.783525,44.13676,29.040169,-5.6874056,163.00081,8.628519,#N/A,15.427096,4.1224174,9.857905,8.8762045,27.627554,23.354313,42.528656,4.401306,#N/A,33.581295,28.186407,38.45227,12.466514,17.740704,255.57242,8.012309,19.88036,4.088785,59.790085,8.14297,531.64343,23.35712,7.3633637,19.318182,25.66027,4.628999,35.73267,131.00548,20.26074,14.535282,20.055561,8.783901,9.174807,5.314866,30.092306,33.38424,11.258451,14.131338,10.300665,5.185185,17.742413,#N/A,12.453139,2.7376387,5.8802505,9.246526,10.93858,-5.657345,7.4826803,-37.47707,8.3443575,24.93319,6.201842,19.770477,11.344385,4.9245167,17.975176,12.46411,9.351566,8.380375,5.9407883,12.923777,19.027018,3.7499537,14.743589,13.504629,29.037603,25.513987,30.306702,11.118851,34.003174,4.786044,408.50372,17.671555,5.2740097,20.831617,36.15723,16.380133,15.108761,11.44328,30.276981,36.084927,12.987875,9.399191,17.411207,16.703129,16.975477,73.86596,4.315472,-0.4045186,19.847391,#N/A,9.695163,1.6805856,9.809812,-5.4597373,22.200176,13.345785,20.19903,-0.93930143,11.843706,17.107044,6.354584,8.792327,27.73006,3.8767347,19.689417,5.575047,14.675643,28.951994,63.93435,7.7064824,28.088682,10.866421,10.511634,18.865335,34.039486,13.494337,46.944653,5.890052,6.194067,21.571804,0.17311142,10.859312,9.867814,11.253395,-15.843555,38.368885,18.346502,10.779981,18.188627,18.257395,13.293199,39.048656,8.468332,20.980993,-3.1859872,19.054821,9.644718,10.460826,15.98579,9.932247,47.00461,49.550396,7.115329,11.136722,14.844795,10.410574,14.85342,19.645046,8.012985,5.9845724,19.863014,8.688124,9.169018,15.607608,16.962748,-7.906296,16.925093,55.215496,13.273741,8.332755,28.831,23.427586,11.704393,27.858727,13.886842,9.584374,15.941447,26.851658,12.303997,16.76316,13.73403,10.443916,17.166512,18.230598,17.487427,10.041976,21.07978,26.0854,19.714794,17.988756,14.63328,19.360382,18.275229,27.18978,22.29363,38.08243,13.707095,0.39703238,4.2155223,#N/A,-49.32878,5.223509,6.0608563,12.990456,32.854866,11.737262,12.655096,13.272268,14.348083,17.062876,10.898352,11.540249,14.265928,15.049751,24.086403,78.552574,12.516798,23.081081,303.4864,12.353508,10.199392,8.273899,18.9456,20.347782,16.03171,9.715659,11.063628,9.198338,50.421318,7.9573517,11.335457,41.229465
